timestamp,open,high,low,close,volume
2025-10-13,399.5500,400.9500,398.6000,399.1000,496628
2025-10-10,398.1500,403.9000,398.1500,402.8000,4087277
2025-10-09,399.7000,401.4000,399.0000,399.9000,1065847
2025-10-08,400.0500,401.8000,398.0000,399.7000,3648830
2025-10-07,401.3500,402.7500,399.6000,399.8500,1065308
2025-10-06,402.7500,403.9500,399.6500,400.8000,528221
2025-10-03,403.6000,405.4000,402.3000,404.3500,629927
2025-10-01,401.9000,406.1500,399.6500,405.6500,1381859
2025-09-30,406.5000,407.1500,400.4000,401.6000,257240
2025-09-29,408.0500,408.0500,403.2500,406.4500,342483
2025-09-26,399.3500,405.4000,399.3500,405.0500,998159
2025-09-25,400.8500,402.8000,398.1000,400.2000,1035091
2025-09-24,403.5000,404.1000,400.8000,401.2500,5827502
2025-09-23,407.1000,407.9000,402.2000,403.3500,1192017
2025-09-22,410.3500,411.2000,406.1000,407.1000,1025287
2025-09-19,411.9500,412.5000,409.1000,410.1500,1344608
2025-09-18,411.8000,412.9500,410.1000,411.9500,943407
2025-09-17,413.5000,414.8500,408.1500,409.3000,1155208
2025-09-16,412.8000,414.2000,411.9000,413.1500,783817
2025-09-15,413.5500,414.5500,411.7500,412.6500,3926540
2025-09-12,415.5500,416.8000,412.9500,413.6000,928471
2025-09-11,412.9500,416.7500,412.9000,415.0000,1058148
2025-09-10,411.3500,413.6000,409.0000,412.9500,470784
2025-09-09,408.5500,410.9500,407.3000,410.2000,541739
2025-09-08,408.1500,410.5500,407.0000,407.4000,351472
2025-09-05,415.2000,416.9500,404.4000,407.5000,893710
2025-09-04,422.0000,425.7000,415.0000,415.8500,1008347
2025-09-03,408.2500,413.3000,407.2500,411.5000,447157
2025-09-02,407.0000,407.8000,404.5500,406.6500,479536
2025-09-01,410.0000,410.2000,405.0000,405.7000,414684
2025-08-29,402.8000,410.4500,402.2500,409.7500,367480
2025-08-28,405.0500,405.0500,400.0500,400.7000,725933
2025-08-26,399.3500,405.4000,398.3000,403.1000,1329909
2025-08-25,398.4000,400.6000,396.3000,399.4000,629806
2025-08-22,406.5000,406.5000,397.5000,398.3000,1227777
2025-08-21,406.9500,406.9500,403.3500,405.7500,863568
2025-08-20,409.5500,410.2500,405.4500,406.0000,1297019
2025-08-19,406.8000,409.3500,404.4500,409.0500,896900
2025-08-18,411.8500,413.6000,405.0000,406.2000,889491
2025-08-14,414.9500,415.4500,411.0500,411.4000,926228
2025-08-13,416.5000,417.6500,413.5000,414.0000,609735
2025-08-12,415.4500,419.8500,415.4500,416.4000,466745
2025-08-11,416.3000,417.0000,413.9000,416.8000,103585
2025-08-08,414.8500,415.5000,413.2500,414.4000,786553
2025-08-07,412.0000,414.6500,411.9000,413.6000,274944
2025-08-06,414.1500,415.1000,410.5500,412.0000,168864
2025-08-05,417.0000,417.9500,412.9000,414.0500,329374
2025-08-04,419.4500,422.8000,415.1000,416.6500,521676
2025-08-01,414.1000,419.2000,412.0000,416.5000,386224
2025-07-31,405.0500,413.9500,405.0500,411.8000,620530
2025-07-30,409.9000,409.9000,405.7000,407.7000,367365
2025-07-29,410.0000,411.5000,408.0000,408.5500,376875
2025-07-28,410.5000,410.9000,408.6000,409.8000,247955
2025-07-25,412.6000,412.6000,407.7500,409.3500,386335
2025-07-24,415.6000,416.0000,409.5000,410.0000,430499
2025-07-23,416.3000,417.9000,414.0500,414.9500,504355
2025-07-22,420.5000,420.5000,415.3000,416.1000,292939
2025-07-21,421.4000,422.5000,418.5500,420.1500,564080
2025-07-18,425.5000,425.5000,420.1000,422.6500,154249
2025-07-17,425.5000,425.7500,423.0000,423.8000,129602
2025-07-16,422.0000,425.4000,420.1000,424.4500,444356
2025-07-15,421.0000,422.6000,419.1000,422.1500,193747
